Index,long,lat,B04
459,39.6639463965026,-121.54590421959726,948
460,40.154518084537536,-121.50414418253885,332
461,39.726657153958456,-121.62754753818693,236
462,40.54634108178228,-120.57261191248429,1250
463,39.783295648206945,-121.38691583876516,185
464,39.66094959934789,-121.66393618343359,1586
465,40.469297133567785,-120.57987164359764,985
466,40.13625595443069,-121.63765222231893,974
467,39.66533526395172,-121.0451879592554,359
468,40.31663927437011,-121.00075239434916,795
469,40.28891411547058,-120.57773426214852,361
470,39.868836801575796,-120.73720060579538,559
471,40.54543314660619,-121.51307584390669,370
472,39.66689733008218,-121.3299386905479,1400
473,40.147752452700054,-120.75625850214357,448
474,39.97013692346954,-121.82830877660169,1530
475,39.89190712188242,-120.81748904543973,1042
476,39.83959298304243,-121.1338643756212,442
477,40.414796911504084,-121.80742962503659,1232
478,40.24990094717412,-121.17037320886791,28
479,39.656976555737025,-121.7355832820497,2574
480,40.05216322571779,-121.08704758628137,241
481,39.727711449711926,-120.74404006124982,619
482,40.60893793541142,-120.76406515806592,62
483,40.07273064074787,-121.3336685759896,745
484,40.08060053386112,-121.58680576140162,509
485,40.46256605406896,-120.66868245092711,644
486,40.260833706206654,-121.59846678158213,279
487,40.45088030164785,-120.99654228069484,541
488,39.82042272492755,-121.39399283131674,483
489,40.62517488264149,-120.60794364699758,490
490,40.10053386002491,-121.79615841039588,1028
491,40.427131519890324,-120.658119711521,1266
492,40.44771062514559,-120.99038702667352,737
493,40.49083111942887,-121.19605544870547,648
494,40.50920377404996,-120.81494416587829,450
495,40.37024687527267,-120.57729629876813,1352
496,40.4612296320133,-121.48733594878735,600
497,40.31184414392363,-120.6191587404722,270
498,39.909445796045105,-120.74077754007655,352
499,40.62144509138752,-121.62796050411112,432
